Irene Walters,19,7.73
Henry Schulman,22,1.96
Sharon Robinson,27,5.95
Helen Bunnell,26,9.18
Andrew Seamon,26,2.64
Johnny Boss,27,5.86
Wilma Williams,18,1.18
Paul Lewis,22,6.22
Laura Chisum,22,4.9
Dirk Barrera,21,6.14
Dale Jones,20,0.9
Gene Bolin,25,6.1
Matthew Smith,27,6.92
Henry Woodard,19,5.41
Margaret Taylor,21,4.07
Carol Martinez,24,0.35
Lucy Martin,23,9.04
Mark Wallace,29,4.02
Troy Solano,23,3.51
Billy Keefe,27,3.59
Michael Harris,18,7.7
Anthony Gresham,28,0.29
Jody Gilpatrick,27,6.4
Caroline Peacock,26,3.85
Megan Kelley,20,8.33
Dominick Lange,24,2.46
Dawn Jerome,25,5.87
Rita Johnson,26,9.85
Gayle Figueroa,18,3.43
Gloria Byrd,29,8.7
Donald Gordon,25,8.42
Doris Demers,24,5.91
Gertrude Evans,26,8.33
Sherry Cusimano,23,4.11
Esther Meade,29,2.27
Jeffrey Vinson,23,7.24
Michael Mooney,21,3.59
Frances Dejesus,19,5.77
Linda Zanola,24,9.15
Felipe Fairley,18,0.52
Troy Hodge,21,4.04
Sebastian Kelly,26,8.21
Darlene Drahota,29,6.3
Jeffrey Boucher,23,1.67
Earnestine Rice,19,5.49
Ruth Mohamed,22,4.92
Gloria Todd,20,2.87
Edward Umland,19,6.64
Matthew Pena,25,1.37
Mendy Lewis,21,8.21
Kevin Silva,26,2.87
David Dolney,20,2.74
Paul Godsey,27,6.14
Barbara Mosholder,30,9.08
Shannon Hagle,24,3.4
Joan Holifield,19,7.13
Kathleen Boulware,29,1.49
Enoch Olin,21,6.72
Mildred Richardson,18,1.53
Ethel Rhea,26,4.37
Joanne Luster,29,1.58
Martha Larrabee,20,5.98
Rosario Anderson,26,9.96
Rose Cullen,24,2.42
Robert Athearn,20,9.79
Jesse Moland,18,4.73
Marco Stowman,23,6.09
William Seamon,28,4.53
Carla Mckeown,21,6.95
Louis Parisi,27,5.65
Angela Walker,21,9.82
Don Marroquin,23,9.86
Michelle Griffin,25,0.9
William Bowen,28,7.8
Alonzo Wilson,21,3.19
David Lopez,27,1.13
Rodney Lambert,27,4.27
James Dixon,28,0.92
Margaret Williams,23,3.03
Beverly Sowers,30,1.75
Esther Leith,30,9.29
Betty Ortega,22,4.85
Sonja Cress,20,8.88
Albert Chittum,21,2.66
Taylor Campos,25,9.04
Matthew Garcia,25,3.05
Richard Lopez,23,2.47
Felicia Carmody,28,8.17
Blake Smallwood,21,2.24
Patricia Harris,30,8.62
Carl Sanchez,30,7.12
Melissa Collazo,30,7.0
Wanda Medlock,25,6.2
Steven Murphy,21,3.63
Edward Rymer,18,9.63
Kevin Whatley,20,9.16
Reginald Zamora,24,2.28
Roger Hutto,22,3.0
Tony Granby,25,3.52
Vanessa Gonzalez,29,1.18
Jason Griswold,27,6.44
Holly Peart,26,7.45
Penny Oneil,19,1.38
Charles Wallace,24,5.06
Reginald Cary,27,7.6
Cecelia Sanchez,18,7.73
Kelly Redman,24,8.19
Barbara Johnson,26,0.27
Tameka Young,30,6.8
Julie Gracey,26,6.14
Anna Blake,29,4.12
Mari Brownie,27,1.63
Dennis Chism,21,3.38
Jerry Langley,22,6.4
Anthony Hatch,30,0.51
Justine White,18,7.62
Jenifer Cox,20,1.78
Rita Reddick,26,8.39
Mira Beighley,25,7.13
Victor Rose,26,6.16
Walter Bryson,25,2.65
Maria Victorine,30,1.63
Leslie Castro,23,9.27
Benjamin Kim,21,9.25
Shirley Lockwood,18,9.27
Brittany Grant,22,0.72
Kathleen Farber,27,5.86
Mildred Kern,20,4.73
Raleigh Chaires,19,4.55
Brandon Abramek,18,5.01
Leslie Ahern,24,6.1
Rebecca Norton,23,1.42
Christine Harkins,20,6.26
Nannette Daws,30,5.88
Peggy Sanders,30,1.26
Terri Silva,22,4.02
Michael Garza,21,3.74
Angelina Hankin,25,5.88
Mary Martinez,27,6.85
Betty Verdino,28,2.05
Victor Tice,26,8.45
Janice Winters,29,3.51
Sharon Blount,20,6.78
Whitney Figueredo,19,1.11
Marni Jones,24,9.42
Margaret Turner,28,9.16
Cecil Sisneros,22,8.77
Heather White,25,9.41
David Forsythe,18,4.75
Antony Ackerman,29,9.37
Joseph Triplett,20,0.07
Ruth Palm,28,0.56
Karen Gimbel,21,6.61
Jessie Harrison,24,2.93
Mary Kersey,22,6.55
Sylvia Gorman,23,9.25
Daniel Howell,19,2.33
Dorothy Teas,18,9.49
Jennifer Copeland,27,5.35
Grace Degan,25,4.01
Mary Palovick,30,6.19
Isaac Merrick,19,8.1
Joseph Williams,18,5.63
Seth Flynn,28,0.56
Brenda Fitzgibbon,30,6.91
Donna Woodring,30,3.84
Donna Sanfilippo,26,9.35
Stephanie Drish,26,5.69
Mark Howk,29,8.1
Jose Martin,18,6.13
Jennifer Gower,18,2.21
Rachel Hinkel,30,5.17
Micheal Calloway,29,9.72
Eric Houle,24,0.27
Lourie Hayden,18,2.63
Raymond Hankins,18,3.04
Adrienne Alonso,23,4.12
Lauren Holland,27,8.85
Neal Stella,25,7.18
Denise Gomez,29,8.05
Robin Peterson,20,4.3
Ricardo Rivers,18,9.14
George Riley,18,5.96
Dustin Apodaca,25,4.78
Scott Morrow,19,3.89
Joyce Hernandez,20,1.3
James Hackney,19,1.36
Kenneth Ward,26,7.43
Christopher Rankins,23,0.94
Patsy Theuret,21,9.16
Phyllis Castillo,23,6.28
Matthew May,25,6.69
Angela Richie,22,3.62
Gregory James,22,3.02
Robert Kuehne,27,4.65
Sarah Murdock,22,6.48
Keith Owen,23,4.06
Elsie Mcbee,27,0.14
Aaron Snyder,24,9.38
Robert Marsh,27,3.94
Virginia Amaro,20,9.14
Jon Leger,25,7.59
Eugene Lopez,23,3.05
Melissa Harris,20,7.62
Lawrence Johnson,19,1.69
Linda Scott,24,1.79
Joyce Gallagher,30,9.57
Kandra Heffner,27,1.76
Tracey Parker,22,2.86
Beverly Miller,25,6.49
Graciela Witt,19,6.15
Raymond Ford,27,1.05
Lamar True,25,9.92
Shawn Harris,22,5.59
Chanel Fisher,30,5.84
Lee Affolter,25,2.3
Melanie Harris,29,2.25
Johnny Blankenship,21,3.53
Dennis Tews,22,0.17
Jerry Hershey,26,1.4
Todd Wood,30,9.52
Cindi Oberst,20,6.7
Francisco Ivory,27,1.22
Garrett Metcalf,19,2.07
Mark Rathbum,25,2.44
Richard Johnson,22,4.66
Lula Hampton,19,1.35
Morris Worsham,19,9.05
Andrew Stowers,26,8.45
Ardis Buckingham,27,4.36
Yolanda Holliday,20,0.4
Germaine Lloyd,19,7.97
Bernice Garcia,28,7.42
Edmund Medrano,26,7.52
Kelley Broadway,28,4.16
Lawana Perez,25,7.27
Jose Pittsley,22,2.09
Lawrence Yepes,30,8.24
Myrtle Frazier,29,7.66
Steven Kafka,25,9.97
Leroy Fortman,30,1.04
Betty Valentine,19,8.02
Shirley Lee,25,7.83
Lynn Romero,22,2.65
James Leon,27,4.16
Nancy Ligon,26,7.68
Genia Baskett,18,7.02
Robert Hopkins,20,7.11
Reuben Herrera,22,8.98
John Williams,22,8.72
Lucy Khouri,19,7.57
Jose Nichols,26,3.14
Claudette Orellana,19,3.99
Antonio Serrano,30,6.68
Georgia Jones,28,9.82
Bill Hicks,25,1.8
Melissa Spiker,23,9.75
Jerome Paneto,19,5.86
Elizabeth Snyder,18,9.93
Shirley Martinez,27,5.0
Sally Allison,30,9.12
Bertha Flynn,18,5.04
Glen Rothman,24,7.3
Kelly Gann,24,5.96
Matthew Mandrell,22,5.92
Loretta Davis,26,6.09
Vincent Steigerwalt,20,5.31
Robert Sauvageau,25,3.72
Charles Stewart,30,1.8
William Fletcher,29,5.7
Tiffany Perry,19,5.15
Constance Guerrero,30,0.79
John Pirtle,30,8.07
Flora Edwards,25,9.02
Brandon Rhodes,25,7.91
Andrew Candelario,20,3.51
Eric Mooney,18,8.16
Joseph Petch,18,3.01
Bertha Harrison,21,4.62
Amy Ford,18,6.07
Felipe Mcgowan,29,0.53
Richard Wright,26,1.75
Mary Martin,22,5.64
Dora Ousley,22,6.44
John Uong,23,4.27
Anthony Petersik,19,0.37
Magdalena Boelter,25,5.08
Sade Carlson,18,2.88
Donald Muller,18,5.1
Dino Monroe,18,8.77
Donald Scheetz,18,4.72
Pamela Orenstein,30,3.84
April Khan,30,1.27
Amelia Seeger,21,4.45
Alvaro Jamieson,25,8.2
Jay Dohse,18,3.54
George Hartzell,22,9.73
Kimberly Gardner,26,3.19
Thomas Bossey,26,3.61
Eric Baez,29,5.13
Jonathan Brown,26,3.45
Eloise Jandres,27,8.16
Lester Gordon,30,1.36
Joshua Root,26,2.74
Rosie Smith,23,7.66
Connie Jones,22,5.28
Patricia Wheeler,25,4.3
Jerry Demello,29,7.11
Maria Nevins,18,6.52
James Abraham,30,3.85
Laura Robinson,26,0.66
Craig Martin,18,7.63
Forrest Fuller,23,9.43
Alfredo Stobie,18,4.65
Leslie Connell,25,4.97
Scott Posey,19,9.62
Anna Whatley,27,4.05
Michael Long,18,4.02
Mary Taplin,20,8.99
Elmer Nguyen,20,5.9
Kelly Martinez,18,1.22
Dean Henderson,20,2.25
John Harp,19,1.96
Felicita Powell,26,2.72
Myles Denny,21,2.41
Shauna Mckean,25,1.81
Corine Peterson,18,7.33
Phillip Taylor,18,7.76
Robert Happenny,30,2.39
James Calvello,20,6.68
Jody Hight,29,8.09
George Key,26,8.76
Dorothy Dejesus,22,8.53
Arthur Lowe,19,1.39
John Perry,20,5.94
Michael Waller,28,0.9
Tomeka Sharp,26,5.22
Janet Booker,29,1.76
Debra Chiapetti,26,4.98
Lyndon Cheever,24,2.16
Thomas Scott,25,8.44
Frances Mabe,30,7.04
Terry Riffel,29,9.34
Lisa Russell,23,9.36
Donna Pua,26,8.87
Jean Burgos,25,3.28
Virgil Jones,27,6.72
Jeanette Crites,24,0.25
Antoine Green,24,9.33
Alexander Johnson,23,3.43
Fred Ahern,29,5.35
Vicki Pena,23,7.62
Crystal Faucher,25,7.43
Jane Middleton,25,4.21
Julie Scheller,27,8.41
Toby Schumacher,29,9.3
Shirley Thomas,21,0.82
Virgil Pappas,27,0.82
Opal Lackey,30,1.25
Tina Jastrebski,28,1.25
James Morgan,22,5.9
Fern Bolton,18,4.53
Ethel Oconnor,30,7.51
Izetta Luke,18,9.69
Dennis Johnston,23,2.71
Thelma Magic,23,4.2
Jonathan Coulson,24,9.05
Carla Madina,18,2.89
Karina Steele,26,7.92
Thomas Willoughby,27,0.35
Megan Carter,24,0.22
Eduardo Diggs,19,2.0
Marie Beal,19,4.68
Heather Dickey,25,2.37
Stephanie Perez,23,1.03
Cary Hernandez,20,2.79
Eugene Barrett,26,4.84
Linda Villalta,19,9.32
Pedro Elliott,29,7.17
Joanna Anaya,26,7.89
Vivian Styles,28,5.22
John Franco,29,2.3
Wilma Bertran,28,5.0
Mitchell Greene,18,4.96
Michelle Olsen,29,0.61
Jesse Gerald,23,2.58
Sharon Woodward,23,7.09
Martha Moore,28,9.17
Kevin Medley,18,9.52
Kathy Canipe,28,7.95
Donald Knight,18,7.37
Roberto Browning,21,8.71
Jon Simpson,26,9.9
John Malone,18,4.82
Donna Osman,21,8.79
Joseph Myers,25,0.68
Margaret Cherubino,28,7.33
Micaela Williford,22,7.55
Rosa Bernstein,24,2.13
Jerry Leffew,26,2.17
Blair Herrington,30,9.62
Earl Fraiser,28,6.03
Heather Montgomery,21,4.05
Harry Wildes,20,2.14
Christopher Larcom,20,2.86
Eddie Gugler,21,8.6
Debra Bryant,20,6.12
Tena Williams,28,7.54
Donna Battle,26,1.81
Jamie Scott,30,6.04
Maxine Colter,27,8.39
Kay Carlozzi,23,6.17
Sandra Woods,18,9.13
Sandra Cutchall,30,7.56
Nicholas Gonzalez,22,7.99
Ruben Gilchrist,18,6.31
Woodrow Tozier,23,0.91
Jose Montanez,18,0.28
George Farah,27,2.82
Patricia Willsey,30,6.34
Edwina Cross,20,1.01
Jaime Brown,30,0.33
Steven Shiflett,18,8.97
Tillie Hayes,24,4.88
Patricia Mahan,23,8.68
Eva Craig,29,0.95
Frances Wilburn,30,5.02
Nina Marshall,24,7.07
John Moniz,28,1.8
Wesley White,28,0.25
Steven Crowell,29,4.08
Fred Boxx,24,1.41
Steven Cavanaugh,24,1.69
Steve Simpson,29,9.99
Lindsey Samples,25,9.58
Ted Veyna,26,1.58
Dorothy Smith,21,2.92
Wilma Hunt,25,2.87
John Dalrymple,19,5.11
Paul Brentson,23,1.94
Jeffrey Fisher,19,2.87
Pamela Cano,21,7.94
Jeffrey Ralph,18,0.6
John Ulloa,22,0.7
Joan Perez,28,5.06
Jesse Johnson,28,1.36
Joann Lara,21,2.92
Sarah Smith,18,1.77
Charles Pena,27,8.76
Aaron Tidwell,28,8.55
Rosemary Hurless,19,7.43
Thomas Mcgrath,21,3.55
Rebecca Schaus,19,6.62
James Lawary,30,9.43
Lloyd Henry,19,0.75
Lance Vance,30,2.29
Hollis Aceuedo,19,0.28
John Lingbeek,21,3.91
Gary Taylor,28,8.79
Dorothy Slattery,23,0.49
Jimmy Pepper,29,1.74
Anthony Cornely,22,5.91
Rickey Meeler,21,0.6
Cheryl Knight,26,2.86
Carolyn Dooling,19,5.46
Mary Lee,29,4.93
Phyllis Sims,19,9.45
Rosie Lipford,19,1.82
Sheila Aronow,23,2.74
Celeste Alvarez,25,5.29
Tommy Spears,19,3.18
Loretta Baker,22,1.18
Andrea Cochran,24,4.0
Thomas Lofgren,29,5.57
Felix Williams,19,4.27
Julio Rojas,30,1.22
Brian Breitbart,21,3.81
Bradley Menke,19,2.4
Dorothy Kratky,24,5.08
Margarett Ussery,19,8.54
David Capdeville,27,1.6
Dale Johnson,21,3.71
Sheila Jones,29,7.94
Ryan Bishop,28,8.36
Glenn Iberg,18,8.92
Amanda Conners,27,4.09
James Davis,26,3.92
Joe Fisher,18,8.9
Melissa Kirby,29,3.81
William Thornton,26,2.65
Mildred Kincer,19,9.47
David Utterback,27,7.87
Jeffrey Melton,18,6.75
William Shackett,19,5.34
Tina Walters,20,7.4
Howard Monk,29,5.42
John Salazar,18,6.79
Mario Blue,19,4.48
Eddie Morris,26,2.82
Hilton Jordan,18,9.31
Linda Hilker,21,8.88
Edward Enriquez,22,9.74
Jody Constantino,22,9.34
Amy Burress,30,2.53
Clayton Muddaththir,28,2.75
Doreen Smith,29,6.88
Kenneth Groover,30,2.12
Betty Hardy,25,9.61
Steven Binger,20,7.48
Norman Corcoran,19,5.52
Tiffany John,30,2.02
Roger Klitz,20,3.37
Dennis Wilson,20,0.16
Janet Willey,25,1.56
Gregory Griffin,24,8.32
Francis Odonnell,24,5.55
Jennifer Cross,21,8.55
Cathy Blair,26,7.87
David Ward,29,1.41
John Novak,24,8.92
David Rhea,19,0.96
Dennis Harris,19,8.45
Lewis Alexander,27,2.42
Lionel Mcdermott,26,4.12
John Shafer,22,6.51
Ulrike Neller,23,2.92
Carl Jones,27,1.88
Helen Rockmore,28,3.99
Edra Strapp,30,2.17
Fredrick Bergin,23,5.91
Kathy Cutlip,24,2.2
Denise West,25,4.16
Luke Jack,18,6.72
Curt Sylvester,22,9.67
David Chambers,29,1.25
Donald Bissell,28,8.33
Evette Gleason,20,9.6
Sharon Snyder,30,2.04
Jennifer Roberts,29,5.88
Yvonne Woodard,23,4.98
Cynthia Chung,26,5.29
Rita Shaw,22,5.23
Terrance Canty,26,9.41
Angela Rivera,19,6.62
Holly Sabatelli,18,4.12
Annie Robinson,22,4.42
Carmen Peterson,29,7.3
Debra Lopez,22,0.32
Martha Rodriguez,23,7.61
Brian Schaeffer,22,9.02
Charles Johnson,26,1.46
Tammy Shoemaker,20,2.99
Emma Wright,23,5.58
Christine Whiting,19,7.61
Cathy Odonnell,25,7.5
Rebekah Berhe,22,3.55
Curtis Ryan,29,9.48
Tama Davis,25,7.58
Edith Campos,27,0.55
Alan Sauceda,21,9.09
Claire Young,25,9.11
Kathleen Tucker,28,5.31
Maria Borjon,29,7.28
Silas Floyd,24,4.04
Oliva Fiore,30,0.55
Karen Law,24,3.04
Ashley Hopkins,24,9.02
John Neumann,22,9.93
Sherman Fox,24,4.33
Leah Holt,25,5.46
Terry Otoole,27,4.82
Anthony Dixon,18,1.63
Steve Reinhardt,18,5.92
Sara Limon,21,0.48
Armando Baker,26,8.43
Florence Clyne,26,7.26
Micheal Pavlick,30,0.18
Ronald Redmon,19,1.03
Sonia Ingram,22,9.22
Zachary Dubois,25,3.55
Dawn Claus,22,4.12
Stephanie Rogers,18,4.98
George Leusink,22,3.0
Clifton Acoff,20,5.19
Chad Cravens,19,2.14
Elizabeth Warner,24,9.39
Linda Alpaugh,22,5.89
Joseph Fournier,28,3.07
Elizabeth Cuningham,25,0.51
Tami Grimes,26,9.76
Everett Hernandez,29,7.57
Carlos Stephenson,24,5.23
Sadie Thompson,20,6.96
Laura Johnson,28,8.54
Jerry Weber,24,8.71
Richard Blanchard,27,4.61
Collin Kane,26,9.11
Pauline Davis,19,3.43
Mable Harpe,30,7.97
Steven Ruiz,27,3.49
Antoinette Jones,24,2.72
John Irland,28,1.73
Shirley Prager,21,7.55
Zachary Cuthill,28,2.85
John Wilson,20,7.84
Mark Cunningham,20,3.89
Mildred Gonzales,22,7.23
Marvin Jeske,22,2.03
Rodney Mannino,24,5.15
Jessica Kelly,30,7.96
Gina Caddell,27,2.37
Michael Dergance,24,4.86
David Surber,26,0.25
Frances Allen,25,9.87
Ronald Smith,30,2.48
Edward Butterfield,24,3.69
Patricia Smith,24,3.21
Lillie Scott,24,1.89
Todd Ibanez,26,1.71
Carlos Ochoa,28,6.99
Lorraine Peterson,21,4.54
James Alexander,30,2.11
Ann Washington,19,5.1
Andrew Campbell,21,8.61
Herman Corell,25,7.55
Greg Shelton,21,8.55
Katherine Hinton,19,9.68
Samira Romano,26,8.11
Melvin Warren,25,0.31
Eleanor Vo,27,3.45
Dorothy Reed,19,3.19
Michelle Oetzel,24,4.49
Leigh Fragoso,27,3.14
Michal Lopez,18,1.49
Nancy Odom,21,0.03
Bernice Blake,30,3.47
Ruben Morgan,28,9.85
Mireille Holmes,26,2.51
Dana Johnson,21,3.74
Norma Mcclain,21,1.14
Beverly Madhavan,28,8.71
Raquel Smith,23,4.67
Alan Cornelius,19,8.06
Stacy Field,19,9.19
Russell Gray,30,1.22
Doris Brown,21,9.52
Frances Edelen,29,8.86
Margaret Jones,25,5.07
Judy Robbins,22,7.6
Audrey Black,25,0.06
Claudia Wilson,20,1.22
Henry Russell,28,8.82
Christopher Scott,18,6.05
Richard Davis,23,1.92
Oscar Burt,22,8.79
Justin Fritz,21,2.56
Scott Holt,28,0.1
Frank Feldman,24,6.71
Carolyn Stunkard,23,2.69
Anna Stoeckel,22,1.14
Samual Blevins,19,2.79
Edward Lyons,20,2.06
Carolyn Burkhardt,28,1.36
Veronica Olson,25,1.94
Robert Silkenson,23,5.11
Joy Salazar,19,9.35
James Maggard,26,7.49
Alissa Jackson,22,4.1
Gene Searcy,20,8.84
Sarah Shea,21,6.0
Deborah Smith,18,6.21
Joanne Taus,21,0.84
John Wein,27,1.21
Brent White,25,3.52
Denise Garnand,21,3.9
Amy Corry,30,3.84
Janice Fugitt,25,6.31
Nina Harris,22,4.68
James Becker,26,0.94
David Pesce,25,0.94
Lucia Dean,28,0.69
Daniel Daniels,29,2.35
Dorothy Ward,25,8.52
Rose Martin,26,7.36
Gary Ford,28,0.69
Charles Ellerbee,18,9.23
Randolph Johnson,23,4.75
Janelle Leblanc,19,5.12
Jeffrey Rosales,27,0.39
Virginia Lee,29,6.77
James Mccauley,22,7.33
Emma Ward,26,6.85
Jesica Johnson,20,7.48
Mary Simpson,20,3.35
William Goldstein,22,5.52
Ashley Mcreynolds,21,9.79
Joseph Roberson,22,2.05
Amy Price,18,9.11
Anthony Rawdon,18,0.8
Christopher Yu,20,0.03
Wallace Scrabeck,23,3.73
Elizabeth Miller,20,8.29
Tam Coble,30,3.58
Larry Wood,23,1.14
Matthew Vong,30,2.31
Sherri Martin,29,7.88
Linda Hanson,29,3.18
Brian Barber,23,6.98
Christian Selmer,27,6.01
Robert Orchard,24,8.21
Jose Daly,21,1.21
Beth Edmonds,20,9.68
Brian Erbst,19,0.49
Brian Hughes,26,6.66
Adam Smith,24,7.23
Vera Brown,22,2.75
Alexandra Zuber,28,4.34
Lou Ultseh,21,6.31
George Baker,23,5.69
Thomas England,30,2.06
Bernice Hewell,30,7.12
William Solomon,25,8.98
Ronald Barber,26,1.12
William Sabatino,19,8.33
Robert Pearson,23,4.07
Brian Davis,25,6.95
Phillip Carlin,20,9.52
Steven Brown,25,8.59
John Bouchard,30,4.99
Julia Sera,28,0.99
Robert Knee,30,9.41
Janet Mikes,24,8.59
Guillermo Harris,29,9.72
Francisco Rich,24,4.28
Eli Hanson,24,7.16
Emma Whitis,28,3.2
Rachelle Steed,18,7.75
Anita Spain,22,8.2
Anthony Boutwell,26,0.3
Beth Portales,30,9.76
Phillip Petty,18,1.06
Jason Dohrman,27,3.96
Rene Beck,29,4.34
Winfred Frazier,22,2.85
Mary Abercrombie,20,7.6
Jack Patterson,28,3.7
Thomas Garner,26,3.54
Frank Porch,21,4.13
Susan Lawrence,21,9.65
Carissa Adams,29,2.87
Justin Noori,20,9.22
Lillian Ortega,27,7.87
Ronald Powell,23,6.98
Hattie Scurlock,20,9.82
Jim Weaver,22,0.33
David Clark,20,6.56
Jennifer Davidson,19,3.81
Willie Scott,21,7.82
Larry Lucas,27,3.72
Alice Fernandez,18,8.04
Alicia Sanders,19,7.61
Nicholas Ciaccio,27,2.33
John Ackley,19,1.67
Michael Bennett,25,8.94
Donald Delafuente,28,7.18
William Render,19,3.42
Richard Ries,19,7.43
Rebecca Rybowiak,22,5.43
Todd Larrick,29,4.25
Steven Richie,22,4.22
Rosie Harsh,22,6.3
Monique Tucker,20,5.7
Bob Talerico,18,1.33
Mary Fletcher,30,3.31
Carmen Mueller,28,5.83
Tricia Billings,27,8.39
Nancy Mooring,25,2.39
Charles Saylor,30,6.17
Lillie Burton,19,5.23
Gerard Chernoff,19,1.25
Jorge Paris,28,8.78
Mary Martinez,25,7.21
Jimmie Abram,18,3.78
Jose Byrn,20,8.43
Donald Picken,26,4.56
Alva Gannett,18,0.38
Von Oliver,19,0.22
Roy Rivas,24,1.12
Ronald Moore,27,7.01
Dominic Castle,22,9.06
Kristin Swiger,22,0.82
Allen Statler,28,6.84
Thomas Foley,29,4.98
Mary Barnes,26,7.13
William Binkley,28,8.53
Henry Williams,26,9.82
Edna Smith,21,6.37
Juana Jarecki,24,1.76
John Stewarts,22,8.36
Richard Mcelyea,18,9.08
Ronald Bowers,25,4.11
Laura Tucker,28,6.36
Richard Ponce,21,3.0
John Butler,28,2.07
Andrew Kearns,22,9.79
Marilynn Smith,22,1.32
Felicia Mills,29,1.09
George Foss,26,3.71
Peggy Scheel,26,2.45
Carl Moeller,21,9.21
Maria Pompey,26,6.15
Thomas Sawyer,25,5.07
Thomas Gonzales,23,8.08
Benny Pidro,19,6.43
Linda Calhoon,22,7.12
Betty Jones,30,2.95
William Presley,19,9.15
Gary Watson,29,4.98
Rose Harris,28,5.84
Helen Brooks,20,9.26
John Ramirez,29,2.02
Jennifer Evans,27,9.93
Tristan Hankinson,26,7.99
Marianne Edwards,21,1.66
Michael Gonzalez,28,6.61
Lindsay Otten,21,8.14
Trisha Vollmar,19,7.02
Mary Grandi,22,5.07
Norman Sewell,26,7.66
Lenny Skubis,21,8.6
Roberta Obermeyer,24,2.0
Edward Varin,19,7.31
David Solomons,27,6.72
Frederick Lipscomb,27,8.7
Leon Lewis,28,3.28
Marni Sutter,26,7.85
Ken Knox,24,4.35
James Koch,19,9.72
William Martino,21,3.71
William Williams,18,9.96
Eric Winters,18,9.94
David Lee,25,9.29
Matthew Turner,26,8.86
Tyrone Werner,24,2.61
Candy Leland,24,7.37
Derrick Finn,26,9.89
Casey Daniels,20,4.56
Kelly Jackson,22,8.28
Robert Petry,18,7.96
Travis Floyd,18,4.54
Gloria Hamburg,20,7.11
Perry Kirk,24,8.09
Janice Davis,29,1.72
Mary Milam,29,4.14
Diane Enriquez,29,3.9
Michael Oakes,20,9.42
Frank Williams,22,7.44
Gene Bang,23,4.62
Eva Schlosser,20,4.92
Marilyn Johnson,30,4.6
Genevieve Carrier,22,0.6
Daniel Chapman,26,4.23
Claudia Schwalb,26,6.72
David Spratley,25,9.2
Gene Summers,28,2.48
Karen Rigby,28,7.08
Helen Bergman,21,4.5
Thomas Garwood,24,1.84
Maria Ruley,23,7.35
Kenny Wilcox,24,5.55
Diane Ellingsworth,21,7.25
Alice Mckee,27,0.01
Judith Parker,29,7.45
Robert Rockett,26,6.55
David Doughty,20,2.71
Josephine Patterson,28,0.99
Patricia Finnie,26,8.41
Eugene Rollo,23,4.88
Van Henderson,27,1.95
Julia Daniels,24,3.57
Frances Devoe,30,3.8
Susan Metzler,28,8.7
Russ Losada,30,4.43
Joseph Scott,18,1.69
Eugene Jackson,29,7.01
Mary Castillo,24,4.84
Katherine Scott,18,6.55
Joseph Swanson,27,7.4
Thomas Martin,24,2.15
Scotty Castillo,19,9.91
William Maynard,27,5.54
Jake Beauregard,25,2.01
Randy Freeman,30,6.75
Kimberly Landers,23,1.01
Amanda Berkowitz,24,6.14
Sarah Haddix,26,5.33
Vernon Scavone,25,2.94
Alfred Massey,28,9.63
Marcia Walker,24,9.41
Fern Hollenbeck,30,0.28
Ellen Kennedy,28,7.72
Ralph Archuleta,25,7.88
Darrell Hampton,28,7.86
Gertie Banks,29,2.5
Belen Harris,18,4.88
Shawn Stewart,23,7.17
Tasha Sanderlin,23,2.08
Debbie Cotton,25,7.52
Gerard Abraham,18,6.75
Danny Chambers,20,7.24
Maria Lasher,18,3.24
Cecile Odonnell,29,4.49
Andrew Macon,27,2.09
Carol Price,21,0.98
Brenda Wilcox,20,1.75
Terrence Davis,24,0.24
George Crockett,19,4.99
John Smith,28,4.86
Ashley Garcia,25,5.74
Gaynelle Alba,27,4.48
Phillip Simpon,30,6.11
Patricia Stenberg,21,9.93
Andrew Lurry,24,3.89
Heather Reep,29,6.54
Cory Ecklund,23,1.02
Jill Arceneaux,20,3.27
Ronnie Hartline,28,9.17
Catherine Neaves,19,7.77
James Martin,18,4.61
Jose Beacham,27,7.08
Amy Sell,25,9.42
Alonzo Adam,29,5.58
Freddie Justice,26,3.65
Paul Greer,24,1.56
Leslie Mckinney,18,1.15
Corinne Schenck,30,6.79
Christopher Stein,20,9.39
Barbara Griffiths,18,0.68
Catherine Chandler,26,4.56
Shannon Jennings,28,6.17
Laura Mealer,20,1.36
Sabrina Penn,26,8.82
Paul Sakamoto,19,6.46
Viola Eller,30,3.5
Stanley Golz,18,9.52
Ileana Campbell,25,4.98
Ingrid Carter,25,4.71
Roosevelt Nisbet,26,1.47
Judith Miles,28,4.55
James Brown,21,9.69
David Babineau,18,3.26
William Anderson,18,6.14
Ervin Maroney,25,3.11
Mattie Downes,23,7.84
Jamison Jakeman,21,7.44
Mark Hedges,30,5.66
Robert Lokken,25,0.94
Minnie Spearman,25,8.16
Henry Hill,19,8.35
Virgil Alexander,24,2.96
David Hartley,30,3.54
Alice Ostrov,19,2.98
April Smith,29,2.48
Charles Smith,28,1.96
James Vann,26,7.58
Barbara Tolson,19,6.81
Elizabeth Rinck,28,8.59
Charles Cyr,28,3.16
Anita Shaw,27,7.59
Luis Bras,27,1.72
Alan Langley,28,9.11
Toni Prillaman,22,6.63
Shannon Shay,20,1.27
Brian Tam,26,0.43
Michelle Purington,30,0.61
Edward Lockhart,19,3.09
Nicholas Coviello,30,8.64
Terrance Hunnicutt,22,6.8
Howard Reedy,27,8.25
Dennis Harrison,19,1.13
