,Name,Age,Avg_mark
2629,Mary Owens,28,2.22
2637,Daniel Thurmond,28,4.79
2649,Robert Forrest,28,8.93
2655,Myrtle Deleon,28,3.49
2907,Lois Bells,28,9.07
2900,Jason Fuller,28,9.92
2890,Lillie Pastor,28,6.67
2691,Jeremy Sisto,28,1.8
2705,Amanda Fox,28,5.72
3112,Jose Jordan,28,7.53
2714,Sylvia Romero,28,7.47
2715,Nicholas Moyer,28,3.35
2864,Kimberly Vandiver,28,7.17
2720,Jorge Mcguire,28,4.5
2848,Juanita Hammond,28,3.37
2838,Terry Blow,28,2.63
2773,Dorothy Davis,28,3.45
2813,Betty Hurst,28,1.89
2797,Henry Stuart,28,1.02
2801,Chris Alexander,28,3.28
2941,Andrea Kerr,28,4.93
2949,Paul Cooper,28,0.17
2608,Lupe Stanfa,28,7.87
2594,Samuel Davila,28,8.68
2435,Janelle Cook,28,3.94
3098,Terry Kiehl,28,2.19
2461,Janice Howlett,28,2.28
3080,Bruce Zuniga,28,3.63
2477,Seth Ford,28,8.69
3053,Carolyn Piro,28,7.25
2508,Carrol Harris,28,5.98
3044,Eugene Anderson,28,9.34
3039,Julie Serbus,28,1.28
2523,Holly Prehn,28,2.93
3036,Karolyn Burns,28,3.87
3030,Merri Levingston,28,8.32
2532,Hazel Stewart,28,7.06
2538,William Russell,28,7.8
2540,John Watts,28,0.46
3008,Reed Robinette,28,4.2
3004,Jean Doctor,28,1.89
2560,Lenore Corporan,28,6.93
2570,Marcus James,28,0.78
2991,Brian Smith,28,4.43
2987,Melissa Miranda,28,9.17
2089,Timmy Jack,28,0.97
2081,Joshua Cotta,28,0.57
1401,John Moniz,28,1.8
1657,Gary Ford,28,0.69
3743,Todd Miller,28,9.84
1613,Beverly Madhavan,28,8.71
1624,Henry Russell,28,8.82
3722,Ophelia Goodridge,28,2.61
1629,Scott Holt,28,0.1
3714,Sandra Brooks,28,4.2
1635,Carolyn Burkhardt,28,1.36
3710,Barbara Traynor,28,1.13
3705,Wilma Padilla,28,3.63
1653,Lucia Dean,28,0.69
3684,Michael Cotto,28,4.92
1592,Carlos Ochoa,28,6.99
3674,Melvin Thong,28,3.61
1689,Alexandra Zuber,28,4.34
3666,Mary Johnson,28,5.38
1702,Julia Sera,28,0.99
1708,Emma Whitis,28,3.2
3648,Robert Cowan,28,8.65
1718,Jack Patterson,28,3.7
3630,Carl Gracie,28,8.99
1737,Donald Delafuente,28,7.18
3628,Edith Kowalewski,28,9.84
1609,Ruben Morgan,28,9.85
1576,Zachary Cuthill,28,2.85
3359,Ethel Benson,28,7.0
3829,Daniel Stevens,28,2.25
1402,Wesley White,28,0.25
1417,Joan Perez,28,5.06
1418,Jesse Johnson,28,1.36
1422,Aaron Tidwell,28,8.55
3870,Jodee Ochoa,28,8.9
1431,Gary Taylor,28,8.79
3855,Jessica Noel,28,2.83
3854,Ressie Roberts,28,1.92
1456,Ryan Bishop,28,8.36
3841,Augusta Jones,28,1.31
1477,Clayton Muddaththir,28,2.75
3765,Estella Scribner,28,0.06
3818,Wesley Eguia,28,1.41
1500,Helen Rockmore,28,3.99
1508,Donald Bissell,28,8.33
3796,Jason Rooney,28,2.16
3792,John Augenstein,28,5.78
3789,Agnes Robinson,28,1.55
1534,Kathleen Tucker,28,5.31
1560,Joseph Fournier,28,3.07
1566,Laura Johnson,28,8.54
1574,John Irland,28,1.73
1747,Carmen Mueller,28,5.83
1753,Jorge Paris,28,8.78
3615,Matthew Young,28,9.68
1998,Mary Billinger,28,1.63
1921,Judith Miles,28,4.55
3503,Ronald Mose,28,1.23
1936,Charles Smith,28,1.96
1939,Elizabeth Rinck,28,8.59
1940,Charles Cyr,28,3.16
1943,Alan Langley,28,9.11
3474,Beverly Stewart,28,4.29
1961,Brittany Boucher,28,5.55
1970,Jessica Goode,28,8.3
3442,Larry Samuels,28,3.79
3421,Michael Anderson,28,9.0
1764,Allen Statler,28,6.84
2015,Jaime Kinder,28,5.57
2017,William Tuder,28,6.5
3393,Nicholas Johnson,28,5.84
2032,Kimberly Colon,28,2.05
2038,June Fagan,28,0.9
2042,Hester Leger,28,5.2
3376,Miles Medina,28,3.18
2058,Jo Stewart,28,0.49
2059,Joshua Woodman,28,1.82
3363,Stanley Hull,28,0.12
1912,Shannon Jennings,28,6.17
1899,Ronnie Hartline,28,9.17
1890,John Smith,28,4.86
3526,Daniel Campbell,28,4.92
1767,William Binkley,28,8.53
1774,Laura Tucker,28,6.36
1776,John Butler,28,2.07
3596,Karen Byrd,28,7.24
3592,Lawrence Williams,28,4.88
3589,Rosemary Taylor,28,7.54
3586,Steve Varela,28,4.8
1791,Rose Harris,28,5.84
1797,Michael Gonzalez,28,6.61
3575,Paul Martin,28,9.39
1807,Leon Lewis,28,3.28
3564,Paula Edwards,28,9.96
3557,Diane Delaney,28,1.52
1837,Gene Summers,28,2.48
1838,Karen Rigby,28,7.08
3548,Joan Harber,28,4.88
1848,Josephine Patterson,28,0.99
1854,Susan Metzler,28,8.7
1870,Alfred Massey,28,9.63
1873,Ellen Kennedy,28,7.72
1875,Darrell Hampton,28,7.86
965,John Ryan,28,9.69
2805,Sara Wilson,28,0.7
4584,Shalon Ash,28,6.97
4897,Christina Kriss,28,8.22
451,Donald Smith,28,4.97
129,Carmen Burnell,28,2.22
868,Rebecca Pugh,28,1.26
4326,Andrew Land,28,3.91
4454,Alex Perkins,28,5.02
4882,Mary Robey,28,5.09
4330,Mary Diaz,28,5.07
4449,Linda Long,28,2.25
424,Kevin Olcott,28,1.59
4631,Daniel White,28,7.7
153,Angela Nicewander,28,3.18
4443,Dorian Mccarthy,28,4.25
156,Eleanor Weingard,28,8.62
4335,Heather Grossen,28,7.55
4440,Ryan Velasquez,28,4.25
4863,Sharon Mccrary,28,5.39
415,Teresa Lafountain,28,9.14
851,Catherine Meeter,28,3.42
4432,Corey Champion,28,4.13
170,Angela Lovick,28,9.92
404,Larry Smith,28,7.99
454,Linda Lindsey,28,2.01
697,Daniel Lopez,28,7.01
668,Donna Ferguson,28,9.56
4458,Cassandra Brennan,28,7.94
493,Mark Finley,28,8.01
905,Gwendolyn Furman,28,6.03
90,Mary Nunn,28,0.27
91,Linda Fasano,28,5.74
4588,Juanita Durham,28,1.19
487,Brian Miller,28,4.57
486,Shirley Diaz,28,6.64
4590,Craig Tarrant,28,3.36
4919,Brenna Roark,28,1.84
479,Christopher Lagrange,28,0.56
4592,Donald Pies,28,8.53
4916,Geraldine Loffler,28,1.55
4599,Sheila Ott,28,3.97
683,Wesley Duncan,28,4.42
4914,Lucia Davis,28,6.31
109,Russell Heck,28,6.9
4911,Freddy Locorriere,28,3.61
114,Larry Lee,28,3.36
119,Rosie Seals,28,1.27
690,Mark Smith,28,8.79
694,Timothy Church,28,0.19
728,Harvey Cabler,28,2.01
4344,Larry Schimke,28,7.55
734,Kevin Thurmond,28,7.03
4851,Korey Dunneback,28,1.57
331,Melissa Staples,28,5.52
4407,Tyrone Acosta,28,4.08
242,Charles Ali,28,9.33
4403,Michael Clay,28,3.24
320,Byron Beatty,28,6.97
768,Wendy Scott,28,0.06
319,Jenifer Norris,28,4.32
253,Juanita Mckenny,28,7.74
4750,Clifford Johnson,28,8.21
4377,Rivka Cain,28,6.7
257,Patricia Vargas,28,6.21
774,Mark Aguilar,28,1.37
4399,Minnie Donovan,28,4.43
779,Phyllis Vincent,28,1.71
260,Brian Kaiser,28,0.61
4396,Deon Smith,28,2.07
782,Larry Samples,28,1.06
296,Susan Willis,28,8.81
288,Vicente Jordan,28,6.83
784,Raymond Bennett,28,9.11
284,Wesley Odonal,28,7.67
757,Kimberly Hope,28,3.74
812,Nancy Cruz,28,7.42
4809,Robin Lozano,28,4.12
355,Roberto Cecil,28,1.86
185,Jennifer Proffitt,28,8.92
4686,William Green,28,4.6
187,Leonard Butler,28,0.61
4845,Andrea Barrera,28,4.13
4693,Michael Knight,28,9.26
369,James Clark,28,5.79
4353,Gloria Shipp,28,4.18
4418,Todd Peterson,28,8.17
210,Bruce Stroud,28,3.11
354,Nancy Mcgovern,28,2.42
814,Carl Ward,28,4.37
4714,Sandra Julian,28,1.71
4360,Trudy Valles,28,1.01
4717,Ramon Headley,28,7.53
345,Joshua Cavaretta,28,1.32
4828,Darrell Reither,28,0.98
4718,Sarah Josilowsky,28,5.08
219,Nelson Thorpe,28,2.46
342,Haley Vargas,28,5.54
4725,David Campbell,28,6.72
4477,Mary Smith,28,1.09
450,Matthew Hills,28,6.14
569,Guillermo Mendoza,28,5.02
54,Violet Bowles,28,5.81
516,Judith Sellers,28,2.6
539,Bryant Schrock,28,9.78
4531,Charles Montgomery,28,3.3
4258,James Pearce,28,8.73
4938,Earlene Davies,28,8.67
538,Jim Martinez,28,9.38
4572,Leslie Aragon,28,6.85
4972,Kati Starbuck,28,5.66
40,Betty Bailey,28,9.81
4562,Gary Gibson,28,6.93
573,Michelle Netzer,28,0.29
18,Leigh Withrow,28,5.73
4534,Yolanda Nickel,28,4.11
25,Anna Hurt,28,1.55
521,Nichole Tickle,28,7.35
4544,Jacob Plourde,28,9.88
4513,Callie Jackson,28,8.22
4489,Tammy Thorpe,28,8.21
4542,Karl Boyd,28,6.38
4488,Lois Moser,28,8.13
29,Lorriane Derr,28,7.19
928,Kelly Heyde,28,4.5
4271,Scott Deford,28,8.31
611,Maria Eisenberg,28,6.4
614,Gail Kelly,28,6.84
655,Edward Burford,28,0.39
927,Bessie Watts,28,6.56
548,Michael Murphy,28,2.96
631,William Hebner,28,3.69
44,Glenn Haycraft,28,5.03
593,Anthony Griffin,28,9.16
502,Marissa Wheeler,28,4.51
623,Joyce Ross,28,7.66
4956,Lucy Gabriel,28,8.03
4239,Wesley Chambers,28,5.22
500,Pierre Anderson,28,7.7
583,Esther Thompson,28,5.32
379,Holly Rodriguez,27,0.36
2166,Robert Howard,27,8.0
2104,Bernard Mcmaster,27,4.24
744,Magdalena Mcclure,27,0.27
1391,George Farah,27,2.82
3337,Corinna Plescia,27,4.07
2108,Garland Vasquez,27,2.99
352,Robert Brownlee,27,2.74
3682,Heather Frierson,27,7.95
559,Dorothy Dueber,27,6.34
625,Patricia Hoggatt,27,1.65
3890,Teresa Vestal,27,0.51
4511,Robert Minjares,27,3.32
1421,Charles Pena,27,8.76
1661,Jeffrey Rosales,27,0.39
4510,Orval Burke,27,2.73
742,Sabrina Pierce,27,9.79
3886,Raymond Blassingame,27,4.16
2123,Felton Ross,27,6.34
2125,Anthony Miller,27,6.21
2127,Melody Trantham,27,3.5
4697,Kenneth Schmitt,27,9.07
3883,Shirley Trent,27,3.54
1761,Ronald Moore,27,7.01
3692,Crystal Jackson,27,5.4
4423,Mary Oneil,27,7.86
2138,Francisco Wall,27,0.8
3320,Ronald Johnston,27,3.37
3318,Nicholas Smith,27,3.74
741,Eugene Plummer,27,0.74
4424,Laura Appleton,27,3.21
3605,Jeanne Miles,27,8.87
3876,Rebecca Hardcastle,27,2.95
365,Andrew Willis,27,1.39
2128,Bobby Mateo,27,1.35
1885,Andrew Macon,27,2.09
4515,Karl Hunter,27,2.55
1731,Larry Lucas,27,3.72
3635,Susan Maxwell,27,2.4
3637,Megan Smith,27,2.6
3259,Amanda Taylor,27,7.22
773,Jose Densmore,27,3.62
1342,Thomas Willoughby,27,0.35
1724,Lillian Ortega,27,7.87
3644,Howard Gibney,27,2.22
306,Jennifer Phillips,27,1.78
300,Clara Landon,27,7.21
581,Heidi Landa,27,7.72
1330,Virgil Pappas,27,0.82
3646,Cheryl Nelson,27,0.11
780,Gary Humphrey,27,6.58
3647,John Vance,27,7.33
1327,Julie Scheller,27,8.41
4395,Keith Rose,27,6.92
2267,Pearl Ned,27,5.24
1319,Virgil Jones,27,6.72
1714,Jason Dohrman,27,3.96
590,Erin Coulter,27,1.48
589,Darcie Giles,27,0.13
3212,Lauren Funston,27,3.73
2297,Flora Hudgens,27,6.71
3262,Donald Cain,27,7.72
3263,Anthony Castillo,27,4.44
566,Edna Mcdonald,27,4.03
1734,Nicholas Ciaccio,27,2.33
1383,Maxine Colter,27,8.39
754,Susan Wagner,27,3.55
1748,Tricia Billings,27,8.39
732,Paul Klein,27,3.84
2180,Belinda Mejia,27,2.14
2182,Nelson Heer,27,7.23
3619,Latisha Grubbs,27,0.13
1681,Christian Selmer,27,6.01
2184,Edward Petersen,27,8.67
4726,Jesse Bartram,27,4.92
4729,Corey Martinez,27,8.64
3286,Margareta Johnston,27,6.81
2189,Marilyn Pina,27,4.44
2193,Annie Berry,27,1.4
328,Kari Richardson,27,6.63
327,Shane Baptiste,27,2.12
2207,Sara Johnson,27,0.45
4737,Gretchen Ogden,27,1.58
763,Kenneth Young,27,0.6
4746,Jerry Rodriguez,27,9.66
3925,Roger Brown,27,7.62
574,Louie Meador,27,3.04
3271,John Cushing,27,1.11
733,Andrew Kemp,27,0.77
403,Lisa Stakkeland,27,6.23
731,Sara West,27,4.52
3549,Rodolfo Saeteun,27,5.51
1602,Eleanor Vo,27,3.45
3786,Jessica Williams,27,6.59
1941,Anita Shaw,27,7.59
1942,Luis Bras,27,1.72
3788,Harry Billiot,27,8.96
1531,Edith Campos,27,0.55
3478,Sheila Desilva,27,3.14
1951,Howard Reedy,27,8.25
1957,Melissa Wendt,27,3.43
1605,Leigh Fragoso,27,3.14
4484,Letha Whiteford,27,2.01
3466,Susan Nunnally,27,10.0
1844,Alice Mckee,27,0.01
3791,Ann Keyes,27,4.28
3463,Donna Ali,27,7.41
688,Steven Szmidt,27,4.75
1971,Joe Smith,27,4.52
649,Michael Clark,27,9.81
3798,Scott Hiatt,27,8.82
3800,Wei Taylor,27,6.86
691,David Race,27,5.4
3554,Salvador Fenton,27,5.16
4570,James Roper,27,8.92
4567,Krystal Coster,27,5.2
1543,Terry Otoole,27,4.82
480,Willie Carlson,27,9.21
385,Ella Barrickman,27,4.94
1902,Jose Beacham,27,7.08
4478,Jennifer Burger,27,5.0
3532,Claudia Ruelas,27,1.41
4476,Hilda Spitler,27,7.31
3521,Christopher Pace,27,8.48
1572,Steven Ruiz,27,3.49
1892,Gaynelle Alba,27,4.48
1583,Gina Caddell,27,2.37
4585,Monique Weber,27,7.82
1568,Richard Blanchard,27,4.61
4470,Vincent Emmanuel,27,8.29
3516,Yvonne Parker,27,1.14
1863,William Maynard,27,5.54
3753,Barbara Wheeler,27,8.24
1860,Joseph Swanson,27,7.4
510,Jaime Jette,27,4.24
488,Morris Phu,27,9.59
3513,Eliseo Geffrard,27,2.08
1851,Van Henderson,27,1.95
4465,Celia Thornton,27,4.77
661,Victor Martinez,27,0.86
3777,Linda Deschamps,27,5.35
4589,Roy Worsham,27,6.94
484,Alecia Sheehan,27,6.52
658,Ina Bentley,27,3.12
3738,Mark Robertson,27,4.65
3445,George Hart,27,4.85
4608,Aimee Moreno,27,8.03
724,Kristi Labeau,27,4.08
3384,Mei Roswick,27,5.68
3379,Floyd Elliott,27,1.3
3591,Daniel Poulsen,27,7.36
416,Jamie Rowe,27,1.73
1458,Amanda Conners,27,4.09
1645,John Wein,27,1.21
4643,Frank Solano,27,2.92
1453,David Capdeville,27,1.6
406,Alice Laughlin,27,2.4
3849,Louis Green,27,8.38
3698,Jose Collazo,27,6.99
725,Jeri Simpson,27,6.93
4487,Nathaniel Menzies,27,5.99
2072,Gail Pena,27,3.11
4506,Anita Mcbride,27,7.87
3361,Herbert Mckenzie,27,7.63
3760,Tom Dibartolomeo,27,7.29
3857,Naomi Daniel,27,9.22
3602,Lynne Christian,27,8.27
3859,John Tennant,27,5.75
398,Cherry Nelson,27,8.77
2086,Debbie Pittman,27,9.52
387,Luis Bryant,27,0.51
3864,Julie Hollen,27,6.88
1464,David Utterback,27,7.87
4441,Amanda Hudson,27,0.84
2043,Herbert Saunders,27,3.32
1794,Jennifer Evans,27,9.93
3433,Carol Lovern,27,7.07
1499,Carl Jones,27,1.88
3810,Sharon Cook,27,0.48
3966,Luis Jarvis,27,1.63
3560,Wade Owens,27,6.02
1495,Lewis Alexander,27,2.42
642,Concepcion Blake,27,1.5
448,Natalie Thomas,27,9.94
447,Eugene Tuenge,27,3.13
3426,Nancy Ludwick,27,7.46
3424,Gerald Mccorkle,27,4.95
2007,Connie Chapman,27,4.11
441,Patricia Given,27,7.48
440,James Jahr,27,2.36
439,Earl Springer,27,0.11
1806,Frederick Lipscomb,27,8.7
3823,Katharine Jones,27,9.87
2029,Lee Mummert,27,1.41
3394,Benny Foster,27,2.63
3832,Annie Hance,27,5.74
1805,David Solomons,27,6.72
4500,Marian Vaughn,27,3.46
3389,Brian Manfred,27,6.57
3208,Carolyn Thomas,27,7.95
4400,Melody Whitlock,27,5.43
4391,Janey Hawkins,27,3.24
2582,James Ortiz,27,8.2
864,Aaron Church,27,3.22
3013,Manuel Turner,27,6.14
1131,Jennifer Copeland,27,5.35
4113,Hector Brown,27,8.69
2559,Florrie Buchman,27,1.52
4307,Maria Dixon,27,9.03
2996,Florence Bromley,27,7.93
4119,Gary Simmons,27,5.72
4900,Allen Hearn,27,6.26
4305,Brian Braxton,27,8.19
117,Elizabeth Rogers,27,4.99
4304,Pat Bell,27,0.81
1111,Mary Martinez,27,6.85
2973,Bertha Simpson,27,1.5
2539,Tracy Kubik,27,1.23
2590,Jerrica Branchaud,27,5.7
107,Sharon Rowley,27,9.79
105,Douglas Cardero,27,4.84
2597,Robert Blahnik,27,9.16
1099,Kathleen Farber,27,5.86
2967,Aida Cottrell,27,1.8
2948,Joan Sault,27,0.99
2616,Michael Plunkett,27,5.04
4144,Catherine Chavis,27,7.31
2937,Paul Mcgee,27,6.69
95,Martha Washington,27,6.44
1084,Mari Brownie,27,1.63
4290,Adela Ballinger,27,2.65
4327,Lucille Thurman,27,7.72
3023,Andrew Kelley,27,3.17
1077,Reginald Cary,27,7.6
1170,Elsie Mcbee,27,0.14
3085,Robert Leonard,27,3.32
2466,Judy Pyanowski,27,9.67
4855,Alvin Demik,27,8.68
1184,Raymond Ford,27,1.05
4339,Esmeralda Ramsey,27,9.46
2473,Wm Crisler,27,1.87
1180,Kandra Heffner,27,1.76
175,Tiffany Daniels,27,6.96
3073,Helena Yoder,27,8.68
4078,Felicia Williams,27,4.98
3072,Ethel Johnston,27,1.99
4082,Robert Johnston,27,5.53
1172,Robert Marsh,27,3.94
1167,Robert Kuehne,27,4.65
141,Michael Mays,27,7.87
4873,Jackie Wright,27,8.93
2494,Eli Sullivan,27,1.15
4094,Jeremy Timmerman,27,9.19
4096,Tommie Nolie,27,7.6
2501,Athena Hawkins,27,8.73
3048,Rafael Morales,27,9.89
3040,Robert Pool,27,1.73
147,Brian Silvestri,27,3.51
1150,Lauren Holland,27,8.85
2519,Kim Clearwater,27,6.31
143,Adan Hermann,27,2.98
2524,James Owens,27,7.61
142,Gabriel Collins,27,3.24
4923,Melisa Lawrence,27,4.59
89,Irene Bennett,27,5.12
2462,Charles White,27,3.24
2763,Robert Ortiz,27,6.27
4179,Brian Carr,27,0.87
4182,Eric Walker,27,9.23
51,Brandon Pace,27,3.95
46,Mary Adams,27,5.36
4188,Amanda Hefner,27,4.62
2726,Rose Friend,27,7.39
4955,Jeffrey Lacefield,27,5.32
4958,Mariano Smith,27,7.59
2836,Shaun Fischer,27,5.49
30,Kristi Brown,27,5.84
2761,Kirsten Gomez,27,5.4
995,Jody Gilpatrick,27,6.4
992,Billy Keefe,27,3.59
2772,Jeffrey Hansen,27,6.14
930,Mary Pulliam,27,2.03
4251,Robert Lugo,27,0.99
985,Matthew Smith,27,6.92
4249,Vivian Granville,27,0.98
16,John Lucia,27,7.7
13,Kelly Lawson,27,9.45
978,Johnny Boss,27,5.86
2787,Don Crabill,27,5.34
975,Sharon Robinson,27,5.95
2791,Esther Stevens,27,3.86
4227,Craig Bowden,27,1.38
4228,Teresa Clenney,27,7.04
2792,Warren Martinez,27,2.56
2802,Roger Neilsen,27,4.35
2867,Peter Gavenda,27,6.63
1025,Paul Godsey,27,6.14
1073,Jason Griswold,27,6.44
71,Richard Johnson,27,9.71
2646,Juan Pittman,27,8.92
907,William Gilbert,27,0.25
2915,Phillip Burr,27,7.9
2914,Jacqueline Elliston,27,7.01
74,Ella Angel,27,3.36
2662,Ethel Howard,27,7.13
4157,Gilbert Hosea,27,8.66
4158,Eric Murphey,27,8.68
2673,Brittany Mason,27,0.06
2674,Willie Davignon,27,1.2
4162,Paul Vansice,27,1.97
2894,Thomas Roberts,27,6.95
4163,Sacha Casto,27,8.15
1049,Rodney Lambert,27,4.27
929,Brittany Haga,27,1.51
1048,David Lopez,27,1.13
2680,Bennie Richardson,27,5.54
68,Jason Mcmullan,27,3.17
2686,Charles Conn,27,7.77
2886,Andy Price,27,5.4
1042,Louis Parisi,27,5.65
66,Kevin Letson,27,8.76
4170,Karen Sobers,27,1.35
4946,Alisha Shaw,27,4.43
4172,Helen Brevig,27,6.5
2879,Anthony Fleming,27,8.13
2697,Ronald Coleman,27,0.23
2704,Harold Pannenbacker,27,9.78
843,Susanne Wolfe,27,1.69
586,Jesse Ober,27,6.68
2345,Hazel Namm,27,7.01
2308,Marion Emerson,27,2.21
4842,Verna Widen,27,8.6
1274,Eloise Jandres,27,8.16
197,Randall Kelly,27,2.64
4361,Ricardo Kitchen,27,8.1
832,Mary Hulse,27,2.49
3998,Nadine Johnson,27,3.82
4001,Maria Ault,27,3.64
1217,James Leon,27,4.16
3109,Robert Greene,27,5.46
3160,Louise Mcdonald,27,3.69
2366,Sherry Zamora,27,5.27
4839,Edward Craft,27,0.1
1232,Shirley Martinez,27,5.0
4366,Kristen Bise,27,0.29
3167,William Scott,27,4.55
3984,Karen Carrillo,27,4.58
2377,Rosa Yazzie,27,0.39
796,Virginia Wilkinson,27,8.06
2323,Laura Anderson,27,1.52
4804,David Reid,27,3.53
799,Terisa Pipes,27,0.92
4832,Anthony Mangone,27,9.3
2337,Paul Jaime,27,6.87
2409,Jeremy Brown,27,2.63
3181,Edna Martinez,27,5.87
4831,Kenneth Newport,27,9.81
4028,Norma Terrazas,27,6.21
192,Carly Jensen,27,0.18
4783,Noah Quincel,27,0.44
3171,Francisco Bousquet,27,6.3
3994,Donald Delisi,27,3.74
259,Laura Walker,27,6.04
1195,Francisco Ivory,27,1.22
3176,Cassie Rhodes,27,5.1
2392,Tona Hinton,27,3.8
217,Ernestine Streeter,27,8.93
4793,Florence Holmes,27,2.26
803,Jacqueline Fairfax,27,9.6
4374,Samuel Weaver,27,1.46
838,Aurelia Graham,27,6.38
4004,Elizabeth Wolff,27,7.76
1202,Ardis Buckingham,27,4.36
223,Annette Miller,27,2.74
2350,Claude Mcginnes,27,6.87
4796,Lisa Hairston,27,7.89
2447,Edward Bennett,27,3.24
3992,Blaine Frey,27,1.54
2442,Maria Turner,27,8.41
3100,Maria Davis,27,2.0
3142,Sarah Rivera,27,7.3
1289,Anna Whatley,27,4.05
4006,Mary Mcgowen,27,8.57
4346,Dorothy Keating,27,2.62
529,Sean Sines,26,9.61
1801,Norman Sewell,26,7.66
3562,Bobbie Reinke,26,6.54
4564,Myron Esmond,26,8.94
58,Ali Frisch,26,4.67
1711,Anthony Boutwell,26,0.3
1808,Marni Sutter,26,7.85
2869,Katherine Caldwell,26,3.38
1815,Matthew Turner,26,8.86
1795,Tristan Hankinson,26,7.99
3580,Margert Stewart,26,8.96
3087,Mary Rivera,26,5.78
1818,Derrick Finn,26,9.89
254,Oliver Gilmore,26,4.5
250,Patricia Gizzi,26,2.38
3267,William Sappington,26,6.02
2895,Hal Susana,26,0.52
3539,Arturo Muller,26,9.41
2222,Beth Gallegos,26,9.56
2349,Victoria Odonnell,26,7.16
1849,Patricia Finnie,26,8.41
315,Walter Howard,26,5.61
1846,Robert Rockett,26,6.55
314,Jacob Durbin,26,5.55
3547,Richard Dean,26,9.22
1835,Claudia Schwalb,26,6.72
2701,Janice Lacombe,26,6.97
2346,Marisela Corf,26,7.75
1834,Daniel Chapman,26,4.23
4752,Alan Pitsch,26,9.1
67,Heather Mcgee,26,3.25
3551,Jennifer Rush,26,3.33
2244,Claire Bundy,26,1.36
4571,William Gilbert,26,7.23
2245,Dana Robinson,26,9.41
3239,Juan Ross,26,9.28
3559,Adell Richter,26,1.92
2873,Walter Engemann,26,3.09
2257,Damon Reid,26,0.4
2333,Joyce Taylor,26,1.67
4949,Jennifer Little,26,7.51
2784,Scott Pinkston,26,8.81
2273,William Pierce,26,1.88
2764,Kenneth Garcia,26,3.42
2767,Billy Wells,26,4.87
269,Kristie Brand,26,7.37
3621,Robert Main,26,5.74
3222,Matthew Garcia,26,1.69
4537,Brian Rinks,26,0.04
2286,Steven Hobson,26,3.83
3629,Marjorie Whitsett,26,1.13
4973,Todd Delgado,26,3.17
282,Dale Mays,26,1.05
3634,Jean Wylie,26,7.22
4776,Randolph Palumbo,26,8.6
4779,Cindy Henricks,26,4.07
4765,Jennifer Niles,26,7.64
580,Robert Burrell,26,5.83
2294,Aaron Lopez,26,3.08
2307,Rebecca Patrick,26,2.58
276,Alberta Hane,26,5.83
4782,Ada Gates,26,9.42
1719,Thomas Garner,26,3.54
275,Stephen Munns,26,5.64
6,Tonya Garrett,26,3.59
2799,Ignacio Minick,26,2.39
2299,Tina Larios,26,6.89
2807,John Hemingway,26,4.4
3652,Michael Wolfe,26,9.61
2804,Andrew Walker,26,5.61
268,Deb Watson,26,5.0
2828,Sonia Carter,26,0.0
4771,James Young,26,7.26
2322,Jefferson Klase,26,0.76
2866,Robert Joseph,26,3.35
540,Doris Smudrick,26,0.42
542,Megan Jones,26,7.22
547,George Senn,26,5.67
52,Giovanna Burchill,26,9.27
1783,Maria Pompey,26,6.15
1781,Peggy Scheel,26,2.45
1780,George Foss,26,3.71
4547,Anthony Smith,26,6.88
4950,Teresa Mobley,26,0.15
3598,Thomas Trigg,26,0.84
4546,Lora Hixon,26,1.05
49,Richard Curley,26,4.96
265,Eric Davis,26,7.99
1768,Henry Williams,26,9.82
4545,Jennifer Torres,26,9.16
1766,Mary Barnes,26,7.13
2724,Robert Dewitt,26,4.29
2725,Carol Rippel,26,5.07
298,Antonina Hickman,26,1.73
2852,Cecille Hite,26,8.69
2261,Erin Bryant,26,8.35
3606,Michael Blackshire,26,5.89
2733,Brenda Bourque,26,7.26
2841,Katherine Peterson,26,3.44
2832,Pamela Kelley,26,8.0
1757,Donald Picken,26,4.56
508,William Bartsch,26,8.42
4932,Robert Johnson,26,9.49
2672,Edward Mewborn,26,5.66
140,Marlene Maloney,26,0.45
3397,Maryann Ford,26,2.96
3401,Anthony Allan,26,2.71
4619,Jose Marano,26,9.33
2019,Ramona Brame,26,2.36
4618,Vincent Worthington,26,5.05
144,Cassandra Trout,26,7.79
205,Shane Hernandez,26,5.14
4617,Damion Balderas,26,6.59
4835,Timothy Kilgore,26,3.6
2013,Jeffrey Runion,26,4.6
4708,Robert Patrick,26,5.5
3035,Gary Mejia,26,1.1
208,Darren Moscato,26,1.38
425,Patricia Hutt,26,1.04
211,Eric Jackson,26,0.51
3139,Erwin Vito,26,2.36
3429,Daniel Decker,26,1.95
2152,Tyler Rhodes,26,2.14
449,Willie Butler,26,0.04
2545,Eddie Hoy,26,1.85
1993,Eugene Scarborough,26,3.41
1991,Vito Caldwell,26,8.89
3006,Walter Becknell,26,9.4
4893,William Eatmon,26,0.86
2304,Shirley Redmon,26,9.64
3003,Mark Ruiz,26,1.39
199,Karen Robertson,26,0.68
4877,Kelly Bernier,26,3.22
3302,Doris Crasco,26,3.97
3365,Reyna Dehart,26,0.03
3339,Dawn Spear,26,8.09
2460,Ronald Green,26,7.58
178,Darin Miller,26,8.33
401,Rebecca Dishner,26,9.05
2457,David Higdon,26,2.16
2456,Joseph Walsh,26,2.45
2076,Candace Fowler,26,5.53
2470,James Duke,26,9.43
2455,Susan Dillman,26,9.94
